Variables with no matching questionnaire question text in the Wave 18 PDF.
(Derived, admin, grid aggregates, and renamed fields often have no verbatim question.)
Total dictionary variables (Pos. lines): 3973
Matched from PDF: 568
Not found in PDF: 3405

variable	variable_label
n_lgcvsympkid3_9	covidkid no. 9: Shortness of breath or trouble breathing
n_lgcvsympkid4_9	covidkid no. 9: Runny or stuffy nose
n_lgcvsympkid5_9	covidkid no. 9: Muscle or body aches
n_lgcvsympkid6_9	covidkid no. 9: Headaches
n_lgcvsympkid7_9	covidkid no. 9: Sore throat
n_lgcvsympkid8_9	covidkid no. 9: Fatigue
n_lgcvsympkid9_9	covidkid no. 9: Diarrhoea/Digestive issues/Upset stomach
n_lgcvsympkid10_9	covidkid no. 9: Loss of sense of smell or taste
n_lgcvsympkid12_9	covidkid no. 9: Decrease in appetite
n_lgcvsympkid13_9	covidkid no. 9: Sneezing
n_lgcvsympkid14_9	covidkid no. 9: Sore eyes
n_lgcvsympkid15_9	covidkid no. 9: Hoarse voice
n_lgcvsympkid16_9	covidkid no. 9: Dizziness
n_lgcvsympkid17_9	covidkid no. 9: Tightness in the chest
n_lgcvsympkid18_9	covidkid no. 9: Chest pain
n_lgcvsympkid19_9	covidkid no. 9: Chills (feeling too cold)
n_lgcvsympkid20_9	covidkid no. 9: Difficulty sleeping
n_lgcvsympkid21_9	covidkid no. 9: Numbness or tingling somewhere in the body
n_lgcvsympkid22_9	covidkid no. 9: Feeling of heaviness in arms or legs
n_lgcvsympkid97_9	covidkid no. 9: Other
n_testposcovkid_10	covidkid no. 10: Child tested positive for Covid-19
n_longcovakid_10	covidkid no. 10: Child had long Covid symptoms
n_lgcvsympkid1_10	covidkid no. 10: High temperature
n_lgcvsympkid23_10	covidkid no. 10: Persistent coughing
n_lgcvsympkid24_10	covidkid no. 10: Loss of concentration
n_lgcvsympkid25_10	covidkid no. 10: Difficulty remembering things
n_lgcvsympkid3_10	covidkid no. 10: Shortness of breath or trouble breathing
n_lgcvsympkid4_10	covidkid no. 10: Runny or stuffy nose
n_lgcvsympkid5_10	covidkid no. 10: Muscle or body aches
n_lgcvsympkid6_10	covidkid no. 10: Headaches
n_lgcvsympkid7_10	covidkid no. 10: Sore throat
n_lgcvsympkid8_10	covidkid no. 10: Fatigue
n_lgcvsympkid9_10	covidkid no. 10: Diarrhoea/Digestive issues/Upset stomach
n_lgcvsympkid10_10	covidkid no. 10: Loss of sense of smell or taste
n_lgcvsympkid12_10	covidkid no. 10: Decrease in appetite
n_lgcvsympkid13_10	covidkid no. 10: Sneezing
n_lgcvsympkid14_10	covidkid no. 10: Sore eyes
n_lgcvsympkid15_10	covidkid no. 10: Hoarse voice
n_lgcvsympkid16_10	covidkid no. 10: Dizziness
n_lgcvsympkid17_10	covidkid no. 10: Tightness in the chest
n_lgcvsympkid18_10	covidkid no. 10: Chest pain
n_lgcvsympkid19_10	covidkid no. 10: Chills (feeling too cold)
n_lgcvsympkid20_10	covidkid no. 10: Difficulty sleeping
n_lgcvsympkid21_10	covidkid no. 10: Numbness or tingling somewhere in the body
n_lgcvsympkid22_10	covidkid no. 10: Feeling of heaviness in arms or legs
n_lgcvsympkid97_10	covidkid no. 10: Other
n_testposcovkid_11	covidkid no. 11: Child tested positive for Covid-19
n_longcovakid_11	covidkid no. 11: Child had long Covid symptoms
n_lgcvsympkid1_11	covidkid no. 11: High temperature
n_lgcvsympkid23_11	covidkid no. 11: Persistent coughing
n_lgcvsympkid24_11	covidkid no. 11: Loss of concentration
n_lgcvsympkid25_11	covidkid no. 11: Difficulty remembering things
n_lgcvsympkid3_11	covidkid no. 11: Shortness of breath or trouble breathing
n_lgcvsympkid4_11	covidkid no. 11: Runny or stuffy nose
n_lgcvsympkid5_11	covidkid no. 11: Muscle or body aches
n_lgcvsympkid6_11	covidkid no. 11: Headaches
n_lgcvsympkid7_11	covidkid no. 11: Sore throat
n_lgcvsympkid8_11	covidkid no. 11: Fatigue
n_lgcvsympkid9_11	covidkid no. 11: Diarrhoea/Digestive issues/Upset stomach
n_lgcvsympkid10_11	covidkid no. 11: Loss of sense of smell or taste
n_lgcvsympkid12_11	covidkid no. 11: Decrease in appetite
n_lgcvsympkid13_11	covidkid no. 11: Sneezing
n_lgcvsympkid14_11	covidkid no. 11: Sore eyes
n_lgcvsympkid15_11	covidkid no. 11: Hoarse voice
n_lgcvsympkid16_11	covidkid no. 11: Dizziness
n_lgcvsympkid17_11	covidkid no. 11: Tightness in the chest
n_lgcvsympkid18_11	covidkid no. 11: Chest pain
n_lgcvsympkid19_11	covidkid no. 11: Chills (feeling too cold)
n_lgcvsympkid20_11	covidkid no. 11: Difficulty sleeping
n_lgcvsympkid21_11	covidkid no. 11: Numbness or tingling somewhere in the body
n_lgcvsympkid22_11	covidkid no. 11: Feeling of heaviness in arms or legs
n_lgcvsympkid97_11	covidkid no. 11: Other
n_testposcovkid_12	covidkid no. 12: Child tested positive for Covid-19
n_longcovakid_12	covidkid no. 12: Child had long Covid symptoms
n_lgcvsympkid1_12	covidkid no. 12: High temperature
n_lgcvsympkid23_12	covidkid no. 12: Persistent coughing
n_lgcvsympkid24_12	covidkid no. 12: Loss of concentration
n_lgcvsympkid25_12	covidkid no. 12: Difficulty remembering things
n_lgcvsympkid3_12	covidkid no. 12: Shortness of breath or trouble breathing
n_lgcvsympkid4_12	covidkid no. 12: Runny or stuffy nose
n_lgcvsympkid5_12	covidkid no. 12: Muscle or body aches
n_lgcvsympkid6_12	covidkid no. 12: Headaches
n_lgcvsympkid7_12	covidkid no. 12: Sore throat
n_lgcvsympkid8_12	covidkid no. 12: Fatigue
n_lgcvsympkid9_12	covidkid no. 12: Diarrhoea/Digestive issues/Upset stomach
n_lgcvsympkid10_12	covidkid no. 12: Loss of sense of smell or taste
n_lgcvsympkid12_12	covidkid no. 12: Decrease in appetite
n_lgcvsympkid13_12	covidkid no. 12: Sneezing
n_lgcvsympkid14_12	covidkid no. 12: Sore eyes
n_lgcvsympkid15_12	covidkid no. 12: Hoarse voice
n_lgcvsympkid16_12	covidkid no. 12: Dizziness
n_lgcvsympkid17_12	covidkid no. 12: Tightness in the chest
n_lgcvsympkid18_12	covidkid no. 12: Chest pain
n_lgcvsympkid19_12	covidkid no. 12: Chills (feeling too cold)
n_lgcvsympkid20_12	covidkid no. 12: Difficulty sleeping
n_lgcvsympkid21_12	covidkid no. 12: Numbness or tingling somewhere in the body
n_lgcvsympkid22_12	covidkid no. 12: Feeling of heaviness in arms or legs
n_lgcvsympkid97_12	covidkid no. 12: Other
n_testposcovkid_13	covidkid no. 13: Child tested positive for Covid-19
n_longcovakid_13	covidkid no. 13: Child had long Covid symptoms
n_lgcvsympkid1_13	covidkid no. 13: High temperature
n_lgcvsympkid23_13	covidkid no. 13: Persistent coughing
n_lgcvsympkid24_13	covidkid no. 13: Loss of concentration
n_lgcvsympkid25_13	covidkid no. 13: Difficulty remembering things
n_lgcvsympkid3_13	covidkid no. 13: Shortness of breath or trouble breathing
n_lgcvsympkid4_13	covidkid no. 13: Runny or stuffy nose
n_lgcvsympkid5_13	covidkid no. 13: Muscle or body aches
n_lgcvsympkid6_13	covidkid no. 13: Headaches
n_lgcvsympkid7_13	covidkid no. 13: Sore throat
n_lgcvsympkid8_13	covidkid no. 13: Fatigue
n_lgcvsympkid9_13	covidkid no. 13: Diarrhoea/Digestive issues/Upset stomach
n_lgcvsympkid10_13	covidkid no. 13: Loss of sense of smell or taste
n_lgcvsympkid12_13	covidkid no. 13: Decrease in appetite
n_lgcvsympkid13_13	covidkid no. 13: Sneezing
n_lgcvsympkid14_13	covidkid no. 13: Sore eyes
n_lgcvsympkid15_13	covidkid no. 13: Hoarse voice
n_lgcvsympkid16_13	covidkid no. 13: Dizziness
n_lgcvsympkid17_13	covidkid no. 13: Tightness in the chest
n_lgcvsympkid18_13	covidkid no. 13: Chest pain
n_lgcvsympkid19_13	covidkid no. 13: Chills (feeling too cold)
n_lgcvsympkid20_13	covidkid no. 13: Difficulty sleeping
n_lgcvsympkid21_13	covidkid no. 13: Numbness or tingling somewhere in the body
n_lgcvsympkid22_13	covidkid no. 13: Feeling of heaviness in arms or legs
n_lgcvsympkid97_13	covidkid no. 13: Other
n_nextstat1	empl spell no. 1: Next employment status
n_nextelse1	empl spell no. 1: Next non-employment status
n_currstat1	empl spell no. 1: Current non-employment status
n_nextjob1	empl spell no. 1: Next job
n_currjob1	empl spell no. 1: Current job indicator
n_jobhours1	empl spell no. 1: Next job hours
n_reasend1_1	empl spell no. 1: Promoted
n_reasend2_1	empl spell no. 1: Left for better job
n_reasend3_1	empl spell no. 1: Made redundant
n_reasend4_1	empl spell no. 1: Dismissed/sacked
n_reasend5_1	empl spell no. 1: Temporary job ended
n_reasend6_1	empl spell no. 1: Took retirement
n_reasend7_1	empl spell no. 1: Health reasons
n_reasend8_1	empl spell no. 1: Left to have baby
n_reasend9_1	empl spell no. 1: Look after family
n_reasend10_1	empl spell no. 1: Look after other person
n_reasend11_1	empl spell no. 1: Moved area
n_reasend97_1	empl spell no. 1: Other reason
n_jbatt1	empl spell no. 1: Main attraction of current job
n_statendd1	empl spell no. 1: Employment status end: day
n_statendm1	empl spell no. 1: Employment status end: month
n_statendy41	empl spell no. 1: Employment status end: year
n_reasendoth1_code	empl spell no. 1: Job finished for other reasons
n_nextstat2	empl spell no. 2: Next employment status
n_nextelse2	empl spell no. 2: Next non-employment status
n_currstat2	empl spell no. 2: Current non-employment status
n_nextjob2	empl spell no. 2: Next job
n_currjob2	empl spell no. 2: Current job indicator
n_jobhours2	empl spell no. 2: Next job hours
n_reasend1_2	empl spell no. 2: Promoted
n_reasend2_2	empl spell no. 2: Left for better job
n_reasend3_2	empl spell no. 2: Made redundant
n_reasend4_2	empl spell no. 2: Dismissed/sacked
n_reasend5_2	empl spell no. 2: Temporary job ended
n_reasend6_2	empl spell no. 2: Took retirement
n_reasend7_2	empl spell no. 2: Health reasons
n_reasend8_2	empl spell no. 2: Left to have baby
n_reasend9_2	empl spell no. 2: Look after family
n_reasend10_2	empl spell no. 2: Look after other person
n_reasend11_2	empl spell no. 2: Moved area
n_reasend97_2	empl spell no. 2: Other reason
n_jbatt2	empl spell no. 2: Main attraction of current job
n_statendd2	empl spell no. 2: Employment status end: day
n_statendm2	empl spell no. 2: Employment status end: month
n_statendy42	empl spell no. 2: Employment status end: year
n_reasendoth2_code	empl spell no. 2: Job finished for other reasons
n_nextstat3	empl spell no. 3: Next employment status
n_nextelse3	empl spell no. 3: Next non-employment status
n_currstat3	empl spell no. 3: Current non-employment status
n_nextjob3	empl spell no. 3: Next job
n_currjob3	empl spell no. 3: Current job indicator
n_jobhours3	empl spell no. 3: Next job hours
n_reasend1_3	empl spell no. 3: Promoted
n_reasend2_3	empl spell no. 3: Left for better job
n_reasend3_3	empl spell no. 3: Made redundant
n_reasend4_3	empl spell no. 3: Dismissed/sacked
n_reasend5_3	empl spell no. 3: Temporary job ended
n_reasend6_3	empl spell no. 3: Took retirement
n_reasend7_3	empl spell no. 3: Health reasons
n_reasend8_3	empl spell no. 3: Left to have baby
n_reasend9_3	empl spell no. 3: Look after family
n_reasend10_3	empl spell no. 3: Look after other person
n_reasend11_3	empl spell no. 3: Moved area
n_reasend97_3	empl spell no. 3: Other reason
n_jbatt3	empl spell no. 3: Main attraction of current job
n_statendd3	empl spell no. 3: Employment status end: day
n_statendm3	empl spell no. 3: Employment status end: month
n_statendy43	empl spell no. 3: Employment status end: year
n_reasendoth3_code	empl spell no. 3: Job finished for other reasons
n_nextstat4	empl spell no. 4: Next employment status
n_nextelse4	empl spell no. 4: Next non-employment status
n_currstat4	empl spell no. 4: Current non-employment status
n_nextjob4	empl spell no. 4: Next job
n_currjob4	empl spell no. 4: Current job indicator
n_jobhours4	empl spell no. 4: Next job hours
n_reasend1_4	empl spell no. 4: Promoted
n_reasend2_4	empl spell no. 4: Left for better job
n_reasend3_4	empl spell no. 4: Made redundant
n_reasend4_4	empl spell no. 4: Dismissed/sacked
n_reasend5_4	empl spell no. 4: Temporary job ended
n_reasend6_4	empl spell no. 4: Took retirement
n_reasend7_4	empl spell no. 4: Health reasons
n_reasend8_4	empl spell no. 4: Left to have baby
n_reasend9_4	empl spell no. 4: Look after family
n_reasend10_4	empl spell no. 4: Look after other person
n_reasend11_4	empl spell no. 4: Moved area
n_reasend97_4	empl spell no. 4: Other reason
n_jbatt4	empl spell no. 4: Main attraction of current job
n_statendd4	empl spell no. 4: Employment status end: day
n_statendm4	empl spell no. 4: Employment status end: month
n_statendy44	empl spell no. 4: Employment status end: year
n_reasendoth4_code	empl spell no. 4: Job finished for other reasons
n_nextstat5	empl spell no. 5: Next employment status
n_nextelse5	empl spell no. 5: Next non-employment status
n_currstat5	empl spell no. 5: Current non-employment status
n_nextjob5	empl spell no. 5: Next job
n_currjob5	empl spell no. 5: Current job indicator
n_jobhours5	empl spell no. 5: Next job hours
n_reasend1_5	empl spell no. 5: Promoted
n_reasend2_5	empl spell no. 5: Left for better job
n_reasend3_5	empl spell no. 5: Made redundant
n_reasend4_5	empl spell no. 5: Dismissed/sacked
n_reasend5_5	empl spell no. 5: Temporary job ended
n_reasend6_5	empl spell no. 5: Took retirement
n_reasend7_5	empl spell no. 5: Health reasons
n_reasend8_5	empl spell no. 5: Left to have baby
n_reasend9_5	empl spell no. 5: Look after family
n_reasend10_5	empl spell no. 5: Look after other person
n_reasend11_5	empl spell no. 5: Moved area
n_reasend97_5	empl spell no. 5: Other reason
n_jbatt5	empl spell no. 5: Main attraction of current job
n_statendd5	empl spell no. 5: Employment status end: day
n_statendm5	empl spell no. 5: Employment status end: month
n_statendy45	empl spell no. 5: Employment status end: year
n_reasendoth5_code	empl spell no. 5: Job finished for other reasons
n_nextstat6	empl spell no. 6: Next employment status
n_nextelse6	empl spell no. 6: Next non-employment status
n_currstat6	empl spell no. 6: Current non-employment status
n_nextjob6	empl spell no. 6: Next job
n_currjob6	empl spell no. 6: Current job indicator
n_jobhours6	empl spell no. 6: Next job hours
n_reasend1_6	empl spell no. 6: Promoted
n_reasend2_6	empl spell no. 6: Left for better job
n_reasend3_6	empl spell no. 6: Made redundant
n_reasend4_6	empl spell no. 6: Dismissed/sacked
n_reasend5_6	empl spell no. 6: Temporary job ended
n_reasend6_6	empl spell no. 6: Took retirement
n_reasend7_6	empl spell no. 6: Health reasons
n_reasend8_6	empl spell no. 6: Left to have baby
n_reasend9_6	empl spell no. 6: Look after family
n_reasend10_6	empl spell no. 6: Look after other person
n_reasend11_6	empl spell no. 6: Moved area
n_reasend97_6	empl spell no. 6: Other reason
n_jbatt6	empl spell no. 6: Main attraction of current job
n_statendd6	empl spell no. 6: Employment status end: day
n_statendm6	empl spell no. 6: Employment status end: month
n_statendy46	empl spell no. 6: Employment status end: year
n_reasendoth6_code	empl spell no. 6: Job finished for other reasons
n_ftedstartm1	edu spell no. 1: Month started FT education period
n_ftedstarty41	edu spell no. 1: Year started FT education period
n_ftedend1	edu spell no. 1: FT education period ended
n_ft2endm1	edu spell no. 1: Month finished next FT education period
n_ft2endy41	edu spell no. 1: Year finished next FT education period
n_ftedmor1	edu spell no. 1: More FT education periods
n_ftedstartm2	edu spell no. 2: Month started FT education period
n_ftedstarty42	edu spell no. 2: Year started FT education period
n_ftedend2	edu spell no. 2: FT education period ended
n_ft2endm2	edu spell no. 2: Month finished next FT education period
n_ft2endy42	edu spell no. 2: Year finished next FT education period
n_ftedmor2	edu spell no. 2: More FT education periods
n_hospc1	Hospital in-patient due to new condition: Asthma
n_hospdc1	Hospital in-patient days due to new condition: Asthma
n_hospc3	Hospital in-patient due to new condition: Congestive heart failure
n_hospdc3	Hospital in-patient days due to new condition: Congestive heart failure
n_hospc4	Hospital in-patient due to new condition: Coronary heart disease
n_hospdc4	Hospital in-patient days due to new condition: Coronary heart disease
n_hospc5	Hospital in-patient due to new condition: Angina
n_hospdc5	Hospital in-patient days due to new condition: Angina
n_hospc6	Hospital in-patient due to new condition: Heart attack or myocardial infarction
n_hospdc6	Hospital in-patient days due to new condition: Heart attack or myocardial infarc
n_hospc7	Hospital in-patient due to new condition: Stroke
n_hospdc7	Hospital in-patient days due to new condition: Stroke
n_hospc8	Hospital in-patient due to new condition: Emphysema
n_hospdc8	Hospital in-patient days due to new condition: Emphysema
n_hospc10	Hospital in-patient due to new condition: Hypothyroidism or an under-active thyr
n_hospdc10	Hospital in-patient days due to new condition: Hypothyroidism or an under-active
n_hospc11	Hospital in-patient due to new condition: Chronic bronchitis
n_hospdc11	Hospital in-patient days due to new condition: Chronic bronchitis
n_hospc12	Hospital in-patient due to new condition: Any kind of liver condition
n_hospdc12	Hospital in-patient days due to new condition: Any kind of liver condition
n_hospc15	Hospital in-patient due to new condition: Epilepsy
n_hospdc15	Hospital in-patient days due to new condition: Epilepsy
n_hospc16	Hospital in-patient due to new condition: High blood pressure
n_hospdc16	Hospital in-patient days due to new condition: High blood pressure
n_hospc19	Hospital in-patient due to new condition: Multiple sclerosis
n_hospdc19	Hospital in-patient days due to new condition: Multiple sclerosis
n_hospc21	Hospital in-patient due to new condition: COPD (Chronic Obstructive Pulmonary Di
n_hospdc21	Hospital in-patient days due to new condition: COPD (Chronic Obstructive Pulmona
n_hospc23	Hospital in-patient due to new condition: Osteoarthritis
n_hospdc23	Hospital in-patient days due to new condition: Osteoarthritis
n_hospc24	Hospital in-patient due to new condition: Rheumatoid arthritis
n_hospdc24	Hospital in-patient days due to new condition: Rheumatoid arthritis
n_hospc26	Hospital in-patient due to new condition: Bowel/colorectal cancer
n_hospdc26	Hospital in-patient days due to new condition: Bowel/colorectal cancer
n_hospc27	Hospital in-patient due to new condition: Lung cancer
n_hospdc27	Hospital in-patient days due to new condition: Lung cancer
n_hospc28	Hospital in-patient due to new condition: Breast cancer
n_hospdc28	Hospital in-patient days due to new condition: Breast cancer
n_hospc29	Hospital in-patient due to new condition: Prostate cancer
n_hospdc29	Hospital in-patient days due to new condition: Prostate cancer
n_hospc30	Hospital in-patient due to new condition: Liver cancer
n_hospdc30	Hospital in-patient days due to new condition: Liver cancer
n_hospc31	Hospital in-patient due to new condition: Skin cancer or melanoma
n_hospdc31	Hospital in-patient days due to new condition: Skin cancer or melanoma
n_hospc33	Hospital in-patient due to new condition: Type 1 diabetes
n_hospdc33	Hospital in-patient days due to new condition: Type 1 diabetes
n_hospc34	Hospital in-patient due to new condition: Type 2 diabetes
n_hospdc34	Hospital in-patient days due to new condition: Type 2 diabetes
n_hospc35	Hospital in-patient due to new condition: Gestational diabetes/during pregnancy
n_hospdc35	Hospital in-patient days due to new condition: Gestational diabetes/during pregn
n_hospc38	Hospital in-patient due to new condition: Depression
n_hospdc38	Hospital in-patient days due to new condition: Depression
n_hospc39	Hospital in-patient due to new condition: Psychosis or schizophrenia
n_hospdc39	Hospital in-patient days due to new condition: Psychosis or schizophrenia
n_hospc40	Hospital in-patient due to new condition: Bipolar disorder or manic depression
n_hospdc40	Hospital in-patient days due to new condition: Bipolar disorder or manic depress
n_hospc41	Hospital in-patient due to new condition: Eating disorder
n_hospdc41	Hospital in-patient days due to new condition: Eating disorder
n_hospc42	Hospital in-patient due to new condition: Post-traumatic stress disorder
n_hospdc42	Hospital in-patient days due to new condition: Post-traumatic stress disorder
n_hospc66	Hospital in-patient due to new condition: A phobia
n_hospdc66	Hospital in-patient days due to new condition: A phobia
n_hospc67	Hospital in-patient due to new condition: Panic attacks
n_hospdc67	Hospital in-patient days due to new condition: Panic attacks
n_hospc68	Hospital in-patient due to new condition: Attention deficit hyperactivity disord
n_hospdc68	Hospital in-patient days due to new condition: Attention deficit hyperactivity d
n_hospc69	Hospital in-patient due to new condition: Post-natal depression
n_hospdc69	Hospital in-patient days due to new condition: Post-natal depression
n_hospc70	Hospital in-patient due to new condition: Dementia (including Alzheimer's)
n_hospdc70	Hospital in-patient days due to new condition: Dementia (incl Alzheimer’s)
n_hospc71	Hospital in-patient due to new condition: Nervous breakdown
n_hospdc71	Hospital in-patient days due to new condition: Nervous breakdown
n_hospc72	Hospital in-patient due to new condition: A personality disorder
n_hospdc72	Hospital in-patient days due to new condition: A personality disorder
n_hospc73	Hospital in-patient due to new condition: Obsessive compulsive disorder (OCD)
n_hospdc73	Hospital in-patient days due to new condition: Obsessive compulsive disorder (OC
n_hospc74	Hospital in-patient due to new condition: Seasonal affective disorder
n_hospdc74	Hospital in-patient days due to new condition: Seasonal affective disorder
n_hospc75	Hospital in-patient due to new condition: Alcohol or drug dependence
n_hospdc75	Hospital in-patient days due to new condition: Alcohol or drug dependence
n_hospc78	Hospital in-patient due to new condition: Cystic Fibrosis
n_hospdc78	Hospital in-patient days due to new condition: Cystic Fibrosis
n_hospc79	Hospital in-patient due to new condition: Blood or bone marrow cancer, such as l
n_hospdc79	Hospital in-patient days due to new condition: Blood or bone marrow cancer, such
n_hospc80	Hospital in-patient due to new condition: Chronic kidney disease
n_hospdc80	Hospital in-patient days due to new condition: Chronic kidney disease
n_hospc81	Hospital in-patient due to new condition: Parkinson's disease
n_hospdc81	Hospital in-patient days due to new condition: Parkinson's disease
n_hospc82	Hospital in-patient due to new condition: Motor Neurone disease
n_hospdc82	Hospital in-patient days due to new condition: Motor Neurone disease
n_hospc83	Hospital in-patient due to new condition: A learning disability
n_hospdc83	Hospital in-patient days due to new condition: A learning disability
n_hospc84	Hospital in-patient due to new condition: Cerebral palsy
n_hospdc84	Hospital in-patient days due to new condition: Cerebral palsy
n_hospc86	Hospital in-patient due to new condition: Problems with your spleen
n_hospdc86	Hospital in-patient days due to new condition: Problems with your spleen
n_hospc87	Hospital in-patient due to new condition: Sickle cell disease
n_hospdc87	Hospital in-patient days due to new condition: Sickle cell disease
n_hospc88	Hospital in-patient due to new condition: Very overweight (a BMI of 40 or above)
n_hospdc88	Hospital in-patient days due to new condition: Very overweight (a BMI of 40 or a
n_hospc89	Hospital in-patient due to new condition: Generalised anxiety disorder
n_hospdc89	Hospital in-patient days due to new condition: Generalised anxiety disorder
n_mstatch1	marst change 1: Legal marital status change
n_statcm1	marst change 1: Month legal marital status changed
n_statcy41	marst change 1: Year legal marital status changed
n_divchk1	marst change 1: Divorce/CP dissolved date check
n_divfin1	marst change 1: Divorce final check
n_dvm1	marst change 1: Month divorce/CP dissolved
n_dvy41	marst change 1: Year divorce/CP dissolved
n_cmlstat1	marst change 1: Current legal marital status
n_mstatch2	marst change 2: Legal marital status change
n_statcm2	marst change 2: Month legal marital status changed
n_statcy42	marst change 2: Year legal marital status changed
n_divchk2	marst change 2: Divorce/CP dissolved date check
n_divfin2	marst change 2: Divorce final check
n_dvm2	marst change 2: Month divorce/CP dissolved
n_dvy42	marst change 2: Year divorce/CP dissolved
n_cmlstat2	marst change 2: Current legal marital status
n_mstatch3	marst change 3: Legal marital status change
n_statcm3	marst change 3: Month legal marital status changed
n_statcy43	marst change 3: Year legal marital status changed
n_divchk3	marst change 3: Divorce/CP dissolved date check
n_divfin3	marst change 3: Divorce final check
n_dvm3	marst change 3: Month divorce/CP dissolved
n_dvy43	marst change 3: Year divorce/CP dissolved
n_cmlstat3	marst change 3: Current legal marital status
n_mstatch4	marst change 4: Legal marital status change
n_statcm4	marst change 4: Month legal marital status changed
n_statcy44	marst change 4: Year legal marital status changed
n_divchk4	marst change 4: Divorce/CP dissolved date check
n_divfin4	marst change 4: Divorce final check
n_dvm4	marst change 4: Month divorce/CP dissolved
n_dvy44	marst change 4: Year divorce/CP dissolved
n_cmlstat4	marst change 4: Current legal marital status
n_matlvcod1	maternity leave no. 1: Maternity leave code
n_matlvstartm1	maternity leave no. 1: Month started period of leave
n_matlvstarty41	maternity leave no. 1: Year started period of leave
n_matlvcurrstat1	maternity leave no. 1: If period ended
n_matlleavendm1	maternity leave no. 1: Month ended period of leave
n_matlleavendy41	maternity leave no. 1: Year ended period of leave
n_matlvmore1	maternity leave no. 1: Other blocks of shared parental leave
n_matlvcod2	maternity leave no. 2: Maternity leave code
n_matlvstartm2	maternity leave no. 2: Month started period of leave
n_matlvstarty42	maternity leave no. 2: Year started period of leave
n_matlvcurrstat2	maternity leave no. 2: If period ended
n_matlleavendm2	maternity leave no. 2: Month ended period of leave
n_matlleavendy42	maternity leave no. 2: Year ended period of leave
n_matlvmore2	maternity leave no. 2: Other blocks of shared parental leave
n_lchlvfh1	natchild no. 1: Child resident - biological
n_lchnofh1	natchild no. 1: PNO of resident biological child
n_lchchkfh1	natchild no. 1: Date of birth check - resident biological child
n_lchyd4fh1	natchild no. 1: Year biological child died
n_lchsxfh1	natchild no. 1: Sex of non-resident, deceased or stillborn biological child, or
n_lchdoby1	natchild no. 1: Year of birth of non-resident or deceased biological child or bi
n_lbchhgmis1	natchild no. 1: Child's other parent lives in household
n_lchalfh1	natchild no. 1: Child age last lived with resp
n_bwtxpfh1	natchild no. 1: Child born when expected
n_bwtelfh1	natchild no. 1: Child born early or late
n_bwtwkfh1	natchild no. 1: Weeks early or late
n_bwtfh1	natchild no. 1: Birthweight
n_bwtlbfh1	natchild no. 1: Birthweight in pounds
n_bwtozfh1	natchild no. 1: Birthweight in ounces
n_bwtkfh1	natchild no. 1: Birthweight kilograms
n_bwtg5fh1	natchild no. 1: Birthweight: more than 5.5lbs (2.5kg)
n_pregcesfh1	natchild no. 1: Cesarean delivery
n_pregsmokefh1	natchild no. 1: Smoked during pregnancy
n_pregsmkfh1	natchild no. 1: No. of cigarettes smoked during pregnancy
n_auditc1fh1	natchild no. 1: Drinking during pregnancy
n_auditc2fh1	natchild no. 1: Alcohol drinking: more or less
n_auditc3fh1	natchild no. 1: Alcohol frequency past 12 months
n_auditc4fh1	natchild no. 1: Drinks on typical day
n_auditc5fh1	natchild no. 1: Six or more drinks frequency
n_nbclmprbfh1	natchild no. 1: Problems calming child
n_nbfussfh1	natchild no. 1: Amount of fussing or crying
n_nbsleepfh1	natchild no. 1: Time for child to settle into sleep
n_nbwakesfh1	natchild no. 1: Number of times child wakes at night
n_nbrefeatfh1	natchild no. 1: Refuses to eat statement
n_nbnoappfh1	natchild no. 1: No appetite statement
n_brfedfh1	natchild no. 1: Breastfeed
n_brfedendfh1	natchild no. 1: Age breastfeeding stopped
n_brfedend2fh1	natchild no. 1: Age breastfeeding stopped: unit
n_reltopwcbfh1	natchild no. 1: Relationship to child's mother/father
n_lchlvfh2	natchild no. 2: Child resident - biological
n_lchnofh2	natchild no. 2: PNO of resident biological child
n_lchchkfh2	natchild no. 2: Date of birth check - resident biological child
n_lchyd4fh2	natchild no. 2: Year biological child died
n_lchsxfh2	natchild no. 2: Sex of non-resident, deceased or stillborn biological child, or
n_lchdoby2	natchild no. 2: Year of birth of non-resident or deceased biological child or bi
n_lbchhgmis2	natchild no. 2: Child's other parent lives in household
n_lchalfh2	natchild no. 2: Child age last lived with resp
n_bwtxpfh2	natchild no. 2: Child born when expected
n_bwtelfh2	natchild no. 2: Child born early or late
n_bwtwkfh2	natchild no. 2: Weeks early or late
n_bwtfh2	natchild no. 2: Birthweight
n_bwtlbfh2	natchild no. 2: Birthweight in pounds
n_bwtozfh2	natchild no. 2: Birthweight in ounces
n_bwtkfh2	natchild no. 2: Birthweight kilograms
n_bwtg5fh2	natchild no. 2: Birthweight: more than 5.5lbs (2.5kg)
n_pregcesfh2	natchild no. 2: Cesarean delivery
n_pregsmokefh2	natchild no. 2: Smoked during pregnancy
n_pregsmkfh2	natchild no. 2: No. of cigarettes smoked during pregnancy
n_auditc1fh2	natchild no. 2: Drinking during pregnancy
n_auditc2fh2	natchild no. 2: Alcohol drinking: more or less
n_auditc3fh2	natchild no. 2: Alcohol frequency past 12 months
n_auditc4fh2	natchild no. 2: Drinks on typical day
n_auditc5fh2	natchild no. 2: Six or more drinks frequency
n_nbclmprbfh2	natchild no. 2: Problems calming child
